time,temp,hum,,
2023-05-01 18:22:07,28.1200,26.6709
2023-05-01 18:23:07,28.1200,27.3330
2023-05-01 18:24:07,27.5300,26.7598
2023-05-01 18:25:07,27.3200,25.9395
2023-05-01 18:26:07,28.1000,28.6230
2023-05-01 18:27:07,27.8200,30.6016
2023-05-01 18:28:07,27.5800,31.6387
2023-05-01 18:29:07,27.6500,27.6973
2023-05-01 18:30:07,27.6200,27.0684
2023-05-01 18:31:07,28.2700,28.3867
2023-05-01 18:32:07,27.9300,31.2920
2023-05-01 18:33:07,27.6200,30.3418
2023-05-01 18:34:07,27.5000,30.8262
2023-05-01 18:35:07,27.8400,30.0986
2023-05-01 18:36:07,27.4400,28.2451
2023-05-01 18:37:07,27.8500,31.4893
2023-05-01 18:38:07,28.1700,26.0225
2023-05-01 18:39:07,27.3300,28.3613
2023-05-01 18:40:07,26.9100,35.3242
2023-05-01 18:41:07,26.7200,28.5469
2023-05-01 18:42:07,27.1100,32.3545
2023-05-01 18:43:07,27.6800,34.6006
2023-05-01 18:44:07,27.4200,31.0107
2023-05-01 18:45:07,27.0100,31.7988
